region_id,chrom,start,end,block_start,block_end,notes
ldEUR_08_0011,8,8003886,8303886,7153079,9154694,LDetect EUR block (full block: 8:7153079-9154694)
ldEUR_08_0012,8,9247740,9547740,9154694,9640787,LDetect EUR block (full block: 8:9154694-9640787)
ldEUR_08_0013,8,9901992,10201992,9640787,10463197,LDetect EUR block (full block: 8:9640787-10463197)
ldEUR_08_0014,8,10721097,11021097,10463197,11278998,LDetect EUR block (full block: 8:10463197-11278998)
ldEUR_08_0015,8,12235386,12535386,11278998,13491775,LDetect EUR block (full block: 8:11278998-13491775)
ldEUR_08_0016,8,13568383,13868383,13491775,13944992,LDetect EUR block (full block: 8:13491775-13944992)
ldEUR_08_0017,8,14818326,15118326,13944992,15991660,LDetect EUR block (full block: 8:13944992-15991660)
ldEUR_08_0018,8,16539768,16839768,15991660,17387876,LDetect EUR block (full block: 8:15991660-17387876)
ldEUR_08_0019,8,17462137,17762137,17387876,17836399,LDetect EUR block (full block: 8:17387876-17836399)
ldEUR_08_0020,8,18514619,18814619,17836399,19492840,LDetect EUR block (full block: 8:17836399-19492840)
ldEUR_08_0021,8,19626848,19926848,19492840,20060856,LDetect EUR block (full block: 8:19492840-20060856)
ldEUR_08_0022,8,20711296,21011296,20060856,21661737,LDetect EUR block (full block: 8:20060856-21661737)
ldEUR_08_0023,8,22129397,22429397,21661737,22897057,LDetect EUR block (full block: 8:21661737-22897057)
ldEUR_08_0024,8,23635887,23935887,22897057,24674718,LDetect EUR block (full block: 8:22897057-24674718)
ldEUR_08_0025,8,24929086,25229086,24674718,25483454,LDetect EUR block (full block: 8:24674718-25483454)
ldEUR_08_0026,8,25932989,26232989,25483454,26682525,LDetect EUR block (full block: 8:25483454-26682525)
ldEUR_08_0027,8,27272458,27572458,26682525,28162392,LDetect EUR block (full block: 8:26682525-28162392)
ldEUR_08_0028,8,28595144,28895144,28162392,29327896,LDetect EUR block (full block: 8:28162392-29327896)
ldEUR_08_0029,8,30080812,30380812,29327896,31133729,LDetect EUR block (full block: 8:29327896-31133729)
ldEUR_08_0030,8,31191044,31491044,31133729,31548360,LDetect EUR block (full block: 8:31133729-31548360)
ldEUR_08_0031,8,32112789,32412789,31548360,32977218,LDetect EUR block (full block: 8:31548360-32977218)
ldEUR_08_0032,8,33997225,34297225,32977218,35317232,LDetect EUR block (full block: 8:32977218-35317232)
ldEUR_08_0033,8,36198310,36498310,35317232,37379389,LDetect EUR block (full block: 8:35317232-37379389)
ldEUR_08_0034,8,38009097,38309097,37379389,38938806,LDetect EUR block (full block: 8:37379389-38938806)
ldEUR_08_0035,8,39671071,39971071,38938806,40703337,LDetect EUR block (full block: 8:38938806-40703337)
ldEUR_08_0036,8,41062395,41362395,40703337,41721454,LDetect EUR block (full block: 8:40703337-41721454)
ldEUR_08_0037,8,42097638,42397638,41721454,42773823,LDetect EUR block (full block: 8:41721454-42773823)
ldEUR_08_0038,8,44657569,44957569,42773823,46841315,LDetect EUR block (full block: 8:42773823-46841315)
ldEUR_08_0039,8,48311892,48611892,46841315,50082470,LDetect EUR block (full block: 8:46841315-50082470)
ldEUR_08_0040,8,51542700,51842700,50082470,53302930,LDetect EUR block (full block: 8:50082470-53302930)
ldEUR_08_0041,8,53710487,54010487,53302930,54418044,LDetect EUR block (full block: 8:53302930-54418044)
ldEUR_08_0042,8,55031812,55331812,54418044,55945581,LDetect EUR block (full block: 8:54418044-55945581)
ldEUR_08_0043,8,56300982,56600982,55945581,56956383,LDetect EUR block (full block: 8:55945581-56956383)
ldEUR_08_0044,8,57862517,58162517,56956383,59068651,LDetect EUR block (full block: 8:56956383-59068651)
ldEUR_08_0045,8,59248375,59548375,59068651,59728100,LDetect EUR block (full block: 8:59068651-59728100)
ldEUR_08_0046,8,60878599,61178599,59728100,62329099,LDetect EUR block (full block: 8:59728100-62329099)
ldEUR_08_0047,8,62689202,62989202,62329099,63349306,LDetect EUR block (full block: 8:62329099-63349306)
ldEUR_08_0048,8,64141089,64441089,63349306,65232872,LDetect EUR block (full block: 8:63349306-65232872)
ldEUR_08_0049,8,65710981,66010981,65232872,66489090,LDetect EUR block (full block: 8:65232872-66489090)
ldEUR_08_0050,8,68026073,68326073,66489090,69863057,LDetect EUR block (full block: 8:66489090-69863057)
ldEUR_08_0051,8,70215518,70515518,69863057,70867979,LDetect EUR block (full block: 8:69863057-70867979)
ldEUR_08_0052,8,71428716,71728716,70867979,72289454,LDetect EUR block (full block: 8:70867979-72289454)
ldEUR_08_0053,8,72903326,73203326,72289454,73817199,LDetect EUR block (full block: 8:72289454-73817199)
ldEUR_08_0054,8,74481131,74781131,73817199,75445064,LDetect EUR block (full block: 8:73817199-75445064)
ldEUR_08_0055,8,75800803,76100803,75445064,76456542,LDetect EUR block (full block: 8:75445064-76456542)
ldEUR_08_0056,8,77644701,77944701,76456542,79132861,LDetect EUR block (full block: 8:76456542-79132861)
ldEUR_08_0057,8,80394628,80694628,79132861,81956395,LDetect EUR block (full block: 8:79132861-81956395)
ldEUR_08_0058,8,82175067,82475067,81956395,82693739,LDetect EUR block (full block: 8:81956395-82693739)
ldEUR_08_0059,8,83309664,83609664,82693739,84225589,LDetect EUR block (full block: 8:82693739-84225589)
ldEUR_08_0060,8,84940604,85240604,84225589,85955619,LDetect EUR block (full block: 8:84225589-85955619)
ldEUR_08_0061,8,86533664,86833664,85955619,87411709,LDetect EUR block (full block: 8:85955619-87411709)
ldEUR_08_0062,8,88098595,88398595,87411709,89085481,LDetect EUR block (full block: 8:87411709-89085481)
ldEUR_08_0063,8,89711821,90011821,89085481,90638162,LDetect EUR block (full block: 8:89085481-90638162)
ldEUR_08_0064,8,91946274,92246274,90638162,93554386,LDetect EUR block (full block: 8:90638162-93554386)
ldEUR_08_0065,8,94129956,94429956,93554386,95005527,LDetect EUR block (full block: 8:93554386-95005527)
ldEUR_08_0066,8,95620166,95920166,95005527,96534806,LDetect EUR block (full block: 8:95005527-96534806)
ldEUR_08_0067,8,97818193,98118193,96534806,99401581,LDetect EUR block (full block: 8:96534806-99401581)
ldEUR_08_0068,8,100361269,100661269,99401581,101620958,LDetect EUR block (full block: 8:99401581-101620958)
ldEUR_08_0069,8,102722132,103022132,101620958,104123306,LDetect EUR block (full block: 8:101620958-104123306)
ldEUR_08_0070,8,104406029,104706029,104123306,104988752,LDetect EUR block (full block: 8:104123306-104988752)
ldEUR_08_0071,8,106049753,106349753,104988752,107410754,LDetect EUR block (full block: 8:104988752-107410754)
ldEUR_08_0072,8,107879465,108179465,107410754,108648177,LDetect EUR block (full block: 8:107410754-108648177)
ldEUR_08_0073,8,108798175,109098175,108648177,109248173,LDetect EUR block (full block: 8:108648177-109248173)
ldEUR_08_0074,8,109716243,110016243,109248173,110484314,LDetect EUR block (full block: 8:109248173-110484314)
ldEUR_08_0075,8,111017580,111317580,110484314,111850847,LDetect EUR block (full block: 8:110484314-111850847)
ldEUR_08_0076,8,112307583,112607583,111850847,113064320,LDetect EUR block (full block: 8:111850847-113064320)
ldEUR_08_0077,8,114430407,114730407,113064320,116096495,LDetect EUR block (full block: 8:113064320-116096495)
ldEUR_08_0078,8,117740976,118040976,116096495,119685457,LDetect EUR block (full block: 8:116096495-119685457)
ldEUR_08_0079,8,120293578,120593578,119685457,121201700,LDetect EUR block (full block: 8:119685457-121201700)
ldEUR_08_0080,8,122881579,123181579,121201700,124861459,LDetect EUR block (full block: 8:121201700-124861459)
ldEUR_08_0081,8,125122589,125422589,124861459,125683719,LDetect EUR block (full block: 8:124861459-125683719)
ldEUR_08_0082,8,125897318,126197318,125683719,126410917,LDetect EUR block (full block: 8:125683719-126410917)
ldEUR_08_0083,8,127385014,127685014,126410917,128659111,LDetect EUR block (full block: 8:126410917-128659111)
ldEUR_08_0084,8,129370125,129670125,128659111,130381139,LDetect EUR block (full block: 8:128659111-130381139)
ldEUR_08_0085,8,130860382,131160382,130381139,131639625,LDetect EUR block (full block: 8:130381139-131639625)
ldEUR_08_0086,8,132345384,132645384,131639625,133351144,LDetect EUR block (full block: 8:131639625-133351144)
ldEUR_08_0087,8,133810572,134110572,133351144,134570001,LDetect EUR block (full block: 8:133351144-134570001)
ldEUR_08_0088,8,135152803,135452803,134570001,136035605,LDetect EUR block (full block: 8:134570001-136035605)
ldEUR_08_0089,8,136629878,136929878,136035605,137524151,LDetect EUR block (full block: 8:136035605-137524151)
ldEUR_08_0090,8,138239490,138539490,137524151,139254830,LDetect EUR block (full block: 8:137524151-139254830)
ldEUR_08_0091,8,139840236,140140236,139254830,140725643,LDetect EUR block (full block: 8:139254830-140725643)
ldEUR_08_0092,8,141735278,142035278,140725643,143044914,LDetect EUR block (full block: 8:140725643-143044914)
ldEUR_08_0093,8,143490897,143790897,143044914,144236881,LDetect EUR block (full block: 8:143044914-144236881)
ldEUR_08_0094,8,145120374,145420374,144236881,146303867,LDetect EUR block (full block: 8:144236881-146303867)
ldEUR_09_0001,9,394865,694865,10023,1079707,LDetect EUR block (full block: 9:10023-1079707)
ldEUR_09_0002,9,1348292,1648292,1079707,1916877,LDetect EUR block (full block: 9:1079707-1916877)
ldEUR_09_0003,9,2403470,2703470,1916877,3190064,LDetect EUR block (full block: 9:1916877-3190064)
ldEUR_09_0004,9,3692696,3992696,3190064,4495328,LDetect EUR block (full block: 9:3190064-4495328)
ldEUR_09_0005,9,4540127,4840127,4495328,4884926,LDetect EUR block (full block: 9:4495328-4884926)
ldEUR_09_0006,9,5571257,5871257,4884926,6557589,LDetect EUR block (full block: 9:4884926-6557589)
ldEUR_09_0007,9,6706256,7006256,6557589,7154923,LDetect EUR block (full block: 9:6557589-7154923)
ldEUR_09_0008,9,7655611,7955611,7154923,8456299,LDetect EUR block (full block: 9:7154923-8456299)
ldEUR_09_0009,9,8661351,8961351,8456299,9166403,LDetect EUR block (full block: 9:8456299-9166403)
ldEUR_09_0010,9,9872828,10172828,9166403,10879253,LDetect EUR block (full block: 9:9166403-10879253)
ldEUR_09_0011,9,11427871,11727871,10879253,12276489,LDetect EUR block (full block: 9:10879253-12276489)
ldEUR_09_0012,9,13406426,13706426,12276489,14836363,LDetect EUR block (full block: 9:12276489-14836363)
ldEUR_09_0013,9,15598009,15898009,14836363,16659655,LDetect EUR block (full block: 9:14836363-16659655)
ldEUR_09_0014,9,17510353,17810353,16659655,18661051,LDetect EUR block (full block: 9:16659655-18661051)
ldEUR_09_0015,9,19412292,19712292,18661051,20463534,LDetect EUR block (full block: 9:18661051-20463534)
ldEUR_09_0016,9,21185046,21485046,20463534,22206559,LDetect EUR block (full block: 9:20463534-22206559)
ldEUR_09_0017,9,23032538,23332538,22206559,24158518,LDetect EUR block (full block: 9:22206559-24158518)
ldEUR_09_0018,9,24594664,24894664,24158518,25330810,LDetect EUR block (full block: 9:24158518-25330810)
ldEUR_09_0019,9,25571283,25871283,25330810,26111757,LDetect EUR block (full block: 9:25330810-26111757)
ldEUR_09_0020,9,27018020,27318020,26111757,28224283,LDetect EUR block (full block: 9:26111757-28224283)
ldEUR_09_0021,9,28367933,28667933,28224283,28811584,LDetect EUR block (full block: 9:28224283-28811584)
ldEUR_09_0022,9,29449488,29749488,28811584,30387392,LDetect EUR block (full block: 9:28811584-30387392)
ldEUR_09_0023,9,30698887,30998887,30387392,31310383,LDetect EUR block (full block: 9:30387392-31310383)
ldEUR_09_0024,9,31514875,31814875,31310383,32019368,LDetect EUR block (full block: 9:31310383-32019368)
ldEUR_09_0025,9,32648851,32948851,32019368,33578334,LDetect EUR block (full block: 9:32019368-33578334)
ldEUR_09_0026,9,33960288,34260288,33578334,34642243,LDetect EUR block (full block: 9:33578334-34642243)
ldEUR_09_0027,9,35542763,35842763,34642243,36743283,LDetect EUR block (full block: 9:34642243-36743283)
ldEUR_09_0028,9,37542441,37842441,36743283,38641599,LDetect EUR block (full block: 9:36743283-38641599)
ldEUR_09_0029,9,51906894,52206894,38641599,65472190,LDetect EUR block (full block: 9:38641599-65472190)
ldEUR_09_0030,9,68842450,69142450,65472190,72512711,LDetect EUR block (full block: 9:65472190-72512711)
ldEUR_09_0031,9,72512711,72753755,72512711,72753755,LDetect EUR block (full block: 9:72512711-72753755)
ldEUR_09_0032,9,73353397,73653397,72753755,74253040,LDetect EUR block (full block: 9:72753755-74253040)
ldEUR_09_0033,9,75078493,75378493,74253040,76203946,LDetect EUR block (full block: 9:74253040-76203946)
ldEUR_09_0034,9,76438513,76738513,76203946,76973081,LDetect EUR block (full block: 9:76203946-76973081)
ldEUR_09_0035,9,77786632,78086632,76973081,78900183,LDetect EUR block (full block: 9:76973081-78900183)
ldEUR_09_0036,9,79035695,79335695,78900183,79471208,LDetect EUR block (full block: 9:78900183-79471208)
ldEUR_09_0037,9,80125131,80425131,79471208,81079055,LDetect EUR block (full block: 9:79471208-81079055)
ldEUR_09_0038,9,81684991,81984991,81079055,82590928,LDetect EUR block (full block: 9:81079055-82590928)
ldEUR_09_0039,9,83251080,83551080,82590928,84211233,LDetect EUR block (full block: 9:82590928-84211233)
ldEUR_09_0040,9,84676017,84976017,84211233,85440801,LDetect EUR block (full block: 9:84211233-85440801)
ldEUR_09_0041,9,86039498,86339498,85440801,86938196,LDetect EUR block (full block: 9:85440801-86938196)
ldEUR_09_0042,9,87373764,87673764,86938196,88109333,LDetect EUR block (full block: 9:86938196-88109333)
ldEUR_09_0043,9,88199875,88499875,88109333,88590417,LDetect EUR block (full block: 9:88109333-88590417)
ldEUR_09_0044,9,89213331,89513331,88590417,90136246,LDetect EUR block (full block: 9:88590417-90136246)
ldEUR_09_0045,9,91182472,91482472,90136246,92528698,LDetect EUR block (full block: 9:90136246-92528698)
ldEUR_09_0046,9,93197950,93497950,92528698,94167203,LDetect EUR block (full block: 9:92528698-94167203)
ldEUR_09_0047,9,95269450,95569450,94167203,96671698,LDetect EUR block (full block: 9:94167203-96671698)
ldEUR_09_0048,9,97646869,97946869,96671698,98922040,LDetect EUR block (full block: 9:96671698-98922040)
ldEUR_09_0049,9,100107449,100407449,98922040,101592859,LDetect EUR block (full block: 9:98922040-101592859)
ldEUR_09_0050,9,102958648,103258648,101592859,104624437,LDetect EUR block (full block: 9:101592859-104624437)
ldEUR_09_0051,9,105146206,105446206,104624437,105967976,LDetect EUR block (full block: 9:104624437-105967976)
ldEUR_09_0052,9,106624862,106924862,105967976,107581749,LDetect EUR block (full block: 9:105967976-107581749)
ldEUR_09_0053,9,108290251,108590251,107581749,109298754,LDetect EUR block (full block: 9:107581749-109298754)
ldEUR_09_0054,9,109846908,110146908,109298754,110695062,LDetect EUR block (full block: 9:109298754-110695062)
ldEUR_09_0055,9,111586543,111886543,110695062,112778024,LDetect EUR block (full block: 9:110695062-112778024)
ldEUR_09_0056,9,113654553,113954553,112778024,114831082,LDetect EUR block (full block: 9:112778024-114831082)
ldEUR_09_0057,9,115112113,115412113,114831082,115693145,LDetect EUR block (full block: 9:114831082-115693145)
ldEUR_09_0058,9,116206473,116506473,115693145,117019801,LDetect EUR block (full block: 9:115693145-117019801)
ldEUR_09_0059,9,117320880,117620880,117019801,117921960,LDetect EUR block (full block: 9:117019801-117921960)
ldEUR_09_0060,9,119471748,119771748,117921960,121321537,LDetect EUR block (full block: 9:117921960-121321537)
ldEUR_09_0061,9,121640917,121940917,121321537,122260297,LDetect EUR block (full block: 9:121321537-122260297)
ldEUR_09_0062,9,123415809,123715809,122260297,124871322,LDetect EUR block (full block: 9:122260297-124871322)
ldEUR_09_0063,9,125771604,126071604,124871322,126971887,LDetect EUR block (full block: 9:124871322-126971887)
ldEUR_09_0064,9,127865776,128165776,126971887,129059665,LDetect EUR block (full block: 9:126971887-129059665)
ldEUR_09_0065,9,129407587,129707587,129059665,130055510,LDetect EUR block (full block: 9:129059665-130055510)
ldEUR_09_0066,9,130960490,131260490,130055510,132165470,LDetect EUR block (full block: 9:130055510-132165470)
ldEUR_09_0067,9,132544343,132844343,132165470,133223217,LDetect EUR block (full block: 9:132165470-133223217)
ldEUR_09_0068,9,133525552,133825552,133223217,134127888,LDetect EUR block (full block: 9:133223217-134127888)
ldEUR_09_0069,9,134563365,134863365,134127888,135298842,LDetect EUR block (full block: 9:134127888-135298842)
ldEUR_09_0070,9,136019982,136319982,135298842,137041122,LDetect EUR block (full block: 9:135298842-137041122)
ldEUR_09_0071,9,137165243,137465243,137041122,137589364,LDetect EUR block (full block: 9:137041122-137589364)
ldEUR_09_0072,9,138114171,138414171,137589364,138938978,LDetect EUR block (full block: 9:137589364-138938978)
ldEUR_09_0073,9,139069660,139369660,138938978,139500342,LDetect EUR block (full block: 9:138938978-139500342)
ldEUR_09_0074,9,140172569,140472569,139500342,141144796,LDetect EUR block (full block: 9:139500342-141144796)
ldEUR_10_0001,10,255931,555931,60523,751339,LDetect EUR block (full block: 10:60523-751339)
ldEUR_10_0002,10,987441,1287441,751339,1523544,LDetect EUR block (full block: 10:751339-1523544)
ldEUR_10_0003,10,1739022,2039022,1523544,2254500,LDetect EUR block (full block: 10:1523544-2254500)
ldEUR_10_0004,10,2653599,2953599,2254500,3352699,LDetect EUR block (full block: 10:2254500-3352699)
ldEUR_10_0005,10,3812486,4112486,3352699,4572274,LDetect EUR block (full block: 10:3352699-4572274)
ldEUR_10_0006,10,5128018,5428018,4572274,5983762,LDetect EUR block (full block: 10:4572274-5983762)
ldEUR_10_0007,10,6427623,6727623,5983762,7171484,LDetect EUR block (full block: 10:5983762-7171484)
ldEUR_10_0008,10,7823074,8123074,7171484,8774665,LDetect EUR block (full block: 10:7171484-8774665)
ldEUR_10_0009,10,9362030,9662030,8774665,10249396,LDetect EUR block (full block: 10:8774665-10249396)
ldEUR_10_0010,10,11268096,11568096,10249396,12586797,LDetect EUR block (full block: 10:10249396-12586797)
ldEUR_10_0011,10,12804198,13104198,12586797,13321600,LDetect EUR block (full block: 10:12586797-13321600)
ldEUR_10_0012,10,14023834,14323834,13321600,15026068,LDetect EUR block (full block: 10:13321600-15026068)
ldEUR_10_0013,10,15638917,15938917,15026068,16551767,LDetect EUR block (full block: 10:15026068-16551767)
ldEUR_10_0014,10,17394517,17694517,16551767,18537267,LDetect EUR block (full block: 10:16551767-18537267)
ldEUR_10_0015,10,18977072,19277072,18537267,19716878,LDetect EUR block (full block: 10:18537267-19716878)
ldEUR_10_0016,10,21094580,21394580,19716878,22772283,LDetect EUR block (full block: 10:19716878-22772283)
ldEUR_10_0017,10,22823707,23123707,22772283,23175132,LDetect EUR block (full block: 10:22772283-23175132)
ldEUR_10_0018,10,24226864,24526864,23175132,25578596,LDetect EUR block (full block: 10:23175132-25578596)
ldEUR_10_0019,10,26083640,26383640,25578596,26888684,LDetect EUR block (full block: 10:25578596-26888684)
ldEUR_10_0020,10,27955960,28255960,26888684,29323236,LDetect EUR block (full block: 10:26888684-29323236)
ldEUR_10_0021,10,29403464,29703464,29323236,29783692,LDetect EUR block (full block: 10:29323236-29783692)
ldEUR_10_0022,10,29971265,30271265,29783692,30458838,LDetect EUR block (full block: 10:29783692-30458838)
ldEUR_10_0023,10,31033178,31333178,30458838,31907519,LDetect EUR block (full block: 10:30458838-31907519)
ldEUR_10_0024,10,32657743,32957743,31907519,33707968,LDetect EUR block (full block: 10:31907519-33707968)
ldEUR_10_0025,10,34258661,34558661,33707968,35109355,LDetect EUR block (full block: 10:33707968-35109355)
ldEUR_10_0026,10,35690931,35990931,35109355,36572508,LDetect EUR block (full block: 10:35109355-36572508)
ldEUR_10_0027,10,37031268,37331268,36572508,37790029,LDetect EUR block (full block: 10:36572508-37790029)
ldEUR_10_0028,10,39931304,40231304,37790029,42372579,LDetect EUR block (full block: 10:37790029-42372579)
ldEUR_10_0029,10,42983675,43283675,42372579,43894771,LDetect EUR block (full block: 10:42372579-43894771)
ldEUR_10_0030,10,44162423,44462423,43894771,44730075,LDetect EUR block (full block: 10:43894771-44730075)
ldEUR_10_0031,10,46595262,46895262,44730075,48760450,LDetect EUR block (full block: 10:44730075-48760450)
ldEUR_10_0032,10,49650682,49950682,48760450,50840915,LDetect EUR block (full block: 10:48760450-50840915)
ldEUR_10_0033,10,52078772,52378772,50840915,53616629,LDetect EUR block (full block: 10:50840915-53616629)
ldEUR_10_0034,10,54210100,54510100,53616629,55103572,LDetect EUR block (full block: 10:53616629-55103572)
ldEUR_10_0035,10,55917356,56217356,55103572,57031140,LDetect EUR block (full block: 10:55103572-57031140)
ldEUR_10_0036,10,57196643,57496643,57031140,57662146,LDetect EUR block (full block: 10:57031140-57662146)
ldEUR_10_0037,10,58160837,58460837,57662146,58959528,LDetect EUR block (full block: 10:57662146-58959528)
ldEUR_10_0038,10,59474757,59774757,58959528,60289987,LDetect EUR block (full block: 10:58959528-60289987)
ldEUR_10_0039,10,60940698,61240698,60289987,61891409,LDetect EUR block (full block: 10:60289987-61891409)
ldEUR_10_0040,10,62125544,62425544,61891409,62659679,LDetect EUR block (full block: 10:61891409-62659679)
ldEUR_10_0041,10,62850687,63150687,62659679,63341695,LDetect EUR block (full block: 10:62659679-63341695)
ldEUR_10_0042,10,64417904,64717904,63341695,65794114,LDetect EUR block (full block: 10:63341695-65794114)
ldEUR_10_0043,10,66521864,66821864,65794114,67549615,LDetect EUR block (full block: 10:65794114-67549615)
ldEUR_10_0044,10,68574881,68874881,67549615,69900148,LDetect EUR block (full block: 10:67549615-69900148)
ldEUR_10_0045,10,69900148,70195991,69900148,70195991,LDetect EUR block (full block: 10:69900148-70195991)
ldEUR_10_0046,10,71058420,71358420,70195991,72220850,LDetect EUR block (full block: 10:70195991-72220850)
ldEUR_10_0047,10,72714681,73014681,72220850,73508512,LDetect EUR block (full block: 10:72220850-73508512)
ldEUR_10_0048,10,74315531,74615531,73508512,75422550,LDetect EUR block (full block: 10:73508512-75422550)
ldEUR_10_0049,10,76914682,77214682,75422550,78706814,LDetect EUR block (full block: 10:75422550-78706814)
ldEUR_10_0050,10,79641781,79941781,78706814,80876749,LDetect EUR block (full block: 10:78706814-80876749)
ldEUR_10_0051,10,81495714,81795714,80876749,82414679,LDetect EUR block (full block: 10:80876749-82414679)
ldEUR_10_0052,10,83249212,83549212,82414679,84383745,LDetect EUR block (full block: 10:82414679-84383745)
ldEUR_10_0053,10,84771224,85071224,84383745,85458703,LDetect EUR block (full block: 10:84383745-85458703)
ldEUR_10_0054,10,86548140,86848140,85458703,87937577,LDetect EUR block (full block: 10:85458703-87937577)
ldEUR_10_0055,10,88382320,88682320,87937577,89127064,LDetect EUR block (full block: 10:87937577-89127064)
ldEUR_10_0056,10,89920222,90220222,89127064,91013381,LDetect EUR block (full block: 10:89127064-91013381)
ldEUR_10_0057,10,91359981,91659981,91013381,92006581,LDetect EUR block (full block: 10:91013381-92006581)
ldEUR_10_0058,10,92520814,92820814,92006581,93335047,LDetect EUR block (full block: 10:92006581-93335047)
ldEUR_10_0059,10,94215707,94515707,93335047,95396368,LDetect EUR block (full block: 10:93335047-95396368)
ldEUR_10_0060,10,95658805,95958805,95396368,96221243,LDetect EUR block (full block: 10:95396368-96221243)
ldEUR_10_0061,10,96871800,97171800,96221243,97822357,LDetect EUR block (full block: 10:96221243-97822357)
ldEUR_10_0062,10,98881829,99181829,97822357,100241302,LDetect EUR block (full block: 10:97822357-100241302)
ldEUR_10_0063,10,100304851,100604851,100241302,100668400,LDetect EUR block (full block: 10:100241302-100668400)
ldEUR_10_0064,10,101658819,101958819,100668400,102949239,LDetect EUR block (full block: 10:100668400-102949239)
ldEUR_10_0065,10,103514824,103814824,102949239,104380410,LDetect EUR block (full block: 10:102949239-104380410)
ldEUR_10_0066,10,105387729,105687729,104380410,106695048,LDetect EUR block (full block: 10:104380410-106695048)
ldEUR_10_0067,10,107560867,107860867,106695048,108726686,LDetect EUR block (full block: 10:106695048-108726686)
ldEUR_10_0068,10,109372195,109672195,108726686,110317705,LDetect EUR block (full block: 10:108726686-110317705)
ldEUR_10_0069,10,111289599,111589599,110317705,112561493,LDetect EUR block (full block: 10:110317705-112561493)
ldEUR_10_0070,10,113794962,114094962,112561493,115328432,LDetect EUR block (full block: 10:112561493-115328432)
ldEUR_10_0071,10,115724919,116024919,115328432,116421406,LDetect EUR block (full block: 10:115328432-116421406)
ldEUR_10_0072,10,117822670,118122670,116421406,119523934,LDetect EUR block (full block: 10:116421406-119523934)
ldEUR_10_0073,10,119907643,120207643,119523934,120591353,LDetect EUR block (full block: 10:119523934-120591353)
ldEUR_10_0074,10,121349338,121649338,120591353,122407323,LDetect EUR block (full block: 10:120591353-122407323)
ldEUR_10_0075,10,122669394,122969394,122407323,123231465,LDetect EUR block (full block: 10:122407323-123231465)
ldEUR_10_0076,10,123416005,123716005,123231465,123900545,LDetect EUR block (full block: 10:123231465-123900545)
ldEUR_10_0077,10,124734945,125034945,123900545,125869346,LDetect EUR block (full block: 10:123900545-125869346)
ldEUR_10_0078,10,126785222,127085222,125869346,128001098,LDetect EUR block (full block: 10:125869346-128001098)
ldEUR_10_0079,10,128427730,128727730,128001098,129154362,LDetect EUR block (full block: 10:128001098-129154362)
ldEUR_10_0080,10,129849323,130149323,129154362,130844284,LDetect EUR block (full block: 10:129154362-130844284)
ldEUR_10_0081,10,131142805,131442805,130844284,131741327,LDetect EUR block (full block: 10:130844284-131741327)
ldEUR_10_0082,10,132010786,132310786,131741327,132580245,LDetect EUR block (full block: 10:131741327-132580245)
ldEUR_10_0083,10,133308287,133608287,132580245,134336329,LDetect EUR block (full block: 10:132580245-134336329)
ldEUR_10_0084,10,134336329,134494673,134336329,134494673,LDetect EUR block (full block: 10:134336329-134494673)
ldEUR_10_0085,10,134859269,135159269,134494673,135523865,LDetect EUR block (full block: 10:134494673-135523865)
ldEUR_11_0001,11,492222,792222,70855,1213590,LDetect EUR block (full block: 11:70855-1213590)
ldEUR_11_0002,11,2289535,2589535,1213590,3665481,LDetect EUR block (full block: 11:1213590-3665481)
ldEUR_11_0003,11,4056095,4356095,3665481,4746709,LDetect EUR block (full block: 11:3665481-4746709)
ldEUR_11_0004,11,5384789,5684789,4746709,6322869,LDetect EUR block (full block: 11:4746709-6322869)
ldEUR_11_0005,11,6729785,7029785,6322869,7436701,LDetect EUR block (full block: 11:6322869-7436701)
ldEUR_11_0006,11,7734987,8034987,7436701,8333274,LDetect EUR block (full block: 11:7436701-8333274)
ldEUR_11_0007,11,8560295,8860295,8333274,9087317,LDetect EUR block (full block: 11:8333274-9087317)
ldEUR_11_0008,11,9869672,10169672,9087317,10952027,LDetect EUR block (full block: 11:9087317-10952027)
ldEUR_11_0009,11,11608128,11908128,10952027,12564229,LDetect EUR block (full block: 11:10952027-12564229)
ldEUR_11_0010,11,12818676,13118676,12564229,13373124,LDetect EUR block (full block: 11:12564229-13373124)
ldEUR_11_0011,11,14407838,14707838,13373124,15742552,LDetect EUR block (full block: 11:13373124-15742552)
ldEUR_11_0012,11,16510477,16810477,15742552,17578402,LDetect EUR block (full block: 11:15742552-17578402)
ldEUR_11_0013,11,18423968,18723968,17578402,19569535,LDetect EUR block (full block: 11:17578402-19569535)
ldEUR_11_0014,11,20143336,20443336,19569535,21017138,LDetect EUR block (full block: 11:19569535-21017138)
ldEUR_11_0015,11,21545640,21845640,21017138,22374142,LDetect EUR block (full block: 11:21017138-22374142)
ldEUR_11_0016,11,23081329,23381329,22374142,24088517,LDetect EUR block (full block: 11:22374142-24088517)
ldEUR_11_0017,11,24917135,25217135,24088517,26045753,LDetect EUR block (full block: 11:24088517-26045753)
ldEUR_11_0018,11,26383107,26683107,26045753,27020461,LDetect EUR block (full block: 11:26045753-27020461)
ldEUR_11_0019,11,27601027,27901027,27020461,28481593,LDetect EUR block (full block: 11:27020461-28481593)
ldEUR_11_0020,11,29161475,29461475,28481593,30141357,LDetect EUR block (full block: 11:28481593-30141357)
ldEUR_11_0021,11,31059129,31359129,30141357,32276901,LDetect EUR block (full block: 11:30141357-32276901)
